UNIPROT_ID,PMID
P04004,"['631332', '7522053', '1709100', '2448300', '2479556', '1696913', '1704366', '8900153', '9733784', '12019263', '14760718', '16335952', '16807684', '17558413', '18088087', '19159218', '19139490', '21269460', '24275569', '25136834', '25944712', '29567995', '12808446']"
P35503,"['15472229', '18004212', '17179145', '18674515', '18719240', '19159218', '20610558', '23756265', '23288867', '24641623', '19204906']"
P29972,"['2007592', '1373524', '7677994', '7507481', '23219802', '7518771', '9177353', '11034202', '11532455', '11171962', '7521882', '7521540']"
Q04759,"['7983077', '8657160', 'TIO', '10636891', '10652356', '11342610', '11772397', '14988727', '15364919', '15254234', '16252004', '16356855', '16709830', '18691976', '19369195', '19549985', '11861617', '12473184', '15282562', '16978534', '17544292', '18328786', '19690332', '21269460', '21944869', '21406692', '23186163', '23509302', '24275569', '15364937', '17344846', '', '']"
Q06418,"['7537495', '7634325', '16737840', '17005688', '18421305', '20546121', '22156524', '22673088', '23186163', '25277499', '14623883', '17344846']"
P68871,"['13872627', '13464827', '25946035', '1575724', '4555506', '4531009', '635569', '7358733', '6166632', '6539334', '3718478', '1520632', '8637569', '9843411', '10588683', '11001883', '11747442', '12149194', '12470213', '12552433', '16001361', '16904236', '17676725', '21269460', '24275569', '4123689', '1195378', '1177322', '7373648', '6726807', '1567857', '1507231', '8377203', '8642597', '9521756', '9830011', '12454462', '24100324', '5919752', '1115799', '186485', '1971109', '8330974', '721609', '4850241', '3707969', '3654265', '8718692', '3384710', '6166590', '6629823', '1247583', '1138922', '992050', '6434492', '1814856', '8641705', '8602627', '1002/(sici)1096-8652(199604)51:4<276::aid-ajh5>3.0.co;2-t', '2399911', '1511986', '1301199', '8111050', '8811317', '1917539', '3666141', '1487420', '826083', '3754244', '2513289', '8745430', '8144352', '429365', '1787097', '4639022', '2101840', '6618888', '8330972', '7173395', '1634367', '3744871', '7693620', '3557994', '1540659', '3384708', '3691763', '6629824', '2384314', '7338468', '893142', '1517102', '2634671', '3838976', '8330979', '3937824', '891976', '3623975', '7161106', '3384709', '668922', '8522332', '6629822', '9761252', '3384707', '6857757', '4129558', '6687721', '13897827', '6526653', '4852224', '1917537', '7238856', '2599880', '1917530', '7338469', '6259091', '2599881', '2079435', '8280608', '8704193', '10398311', '1002/(sici)1096-8652(199907)61:3<187::aid-ajh5>3.0.co;2-7', '11300351', '11300344', '11939514', '12144064', '12603091', '12908805', '15481886', '19453576', '26209877', '28066926', 'is']"
Q99808,"['18669648', '19349973', '23219802', '23186163', '25944712', '16959974']"
P29317,"['9267020', '10655584', '11280802', '12167657', '16236711', '17332925', '17135240', '18339848', '18691976', '18794797', '18669648', '19573808', '19159218', '19567782', '19369195', '20679435', '20861311', '20068231', '20223987', '21269460', '21516087', '22332920', '22635007', '23186163', '23358419', '23936024', '26158630', '27385333', '29292383', '29292384', '12467573', '19525919', '20505120', '17344846', '19005574', '19306328', '19649315', '22570727']"
P42680,"['12573241', '7526158', '9299487', '9341160', '9753425', '9652744', '10518561', '15492005', '19807924', '19369195', '19690332', '19883687', '20230531', '17344846']"
Q9Y2I1,"['11912194', '15028619', '12868002', '15475348', '19413330', '19690332', '21269460', '23572524', '23186163']"
P18825,[]
P49841,"['1846781', '8397507', '8250835', '8524413', '9072970', '9731200', '9819408', '9736715', '11004522', '10868943', '11430833', '12054501', '14690523', '15448698', '15752768', '15647282', '16981698', '16428445', '16484495', '17318175', '18846110', '18348280', '18691976', '18669648', '19493954', '19946213', '19706605', '19369195', '19690332', '20067585', '20932480', '20080667', '20937854', '11749387', '17478001', '19366350', '20007971', '20068231', '21269460', '21029237', '22514281', '22539723', '23332125', '23186163', '24275569', '24391509', '25169422', '25920809', '27484798', '28829046', '28903391', '30704899', '31073040', '11440715', '11738041', '12554650']"
Q8WU08,"['25043870', '17344846']"
P01584,"['1919436', '3920526', '3281727', '1837236', '10653850', '11728343', '12794819', '15192144', '17431422', '20148899', '23955712', '24201029', '24952504', '29030430', '32272059', '3259176', '2585509', '2602367', '2372550', '2001363', '9062193', '20802483', 'o', 'g']"
O00238,"['24098149', '14523231', '15805157', '16957682', '17344846', '24129431', '25758993', '26105076']"
P20309,"['7565628', '22077972', '21056967', '23521066', '15870063']"
Q96S37,"['12024214', '14531806', '15304510', '14694169', '15327384', '15634722', '15912381', '16385546', '22194875', '26418379']"
O60706,"['9831708', '22105623', '15034580', '17245405', '22608503', '22610116', '26621776', '31303265']"
Q56UN5,['17344846']
P00185,"['3718958', '3041969', '8651689', '9348277', '19401463', '20972997', '24098488']"
Q9Y5Y9,"['21248752', '23115331', 'e', '']"
Q9UHC3,"['10842183', '11587714', '12578970', '15317815']"
P27797,"['7841019', '3260607', '1911778', '2400400', '1286669', '1286667', '8418194', '9150948', '7876246', '8666824', '9427624', '9640257', '10358038', '10605026', '11149926', '11322874', '19159218', '19608861', '20801878', '21269460', '22905912', '23614004', '24275569', '25944712', '30157172', '24325356', '24325359', '19154346', '21423620']"
Q13370,"['18220336', '18669648', '21393242', '23186163', '24275569', '15147193']"
P63092,"['15242332', '12391161', '17110384', '20852621', '20068231', '21269460', '21044946', '23994616', '23333244', '24275569', '26206488', '25944712', '8388883', '1594625', '1944469', '2549426', '7523385', '8072545', '7751320', '7737262', '8766942', '8702665', '9267696', '9328353', '9159128', '9727013', '10571700', '10200251', '11067869', '11294659', '11029463', '11450852', '11600516', '11788646', '11926205', '12858292', '12624854', '12656668', '12727968', '14561710', '14723729', '15800843', '15817905', '15592469', '21488135']"
P05230,"['2427112', '3527167', '3778488', '3964259', '3732516', '1885605', '8663044', '11432880', '11964394', '16597617', '18400376', '18441324', '20863990', '15863030', '20094046', '20422052', '22321063', '23469107', '1702556', '8652550', '9655399', '10830168', '11069186', '10618369', '11847269', '14732692', '7521397', '8950275', '9719643', '20145243', '20220137']"
Q86YT5,"['19159218', '24995870', '26384929']"
P07355,"['1825830', '8110754', '8117306', '8449982', '2946940', '14522961', '14654843', '15302870', '16139798', '17081065', '18799458', '21269460', '21886777', '22848640', '23186163', '24808179', '24275569', '25114211', '25944712', '28112733', '8636985', '28669632']"
Q9BQB6,"['14765194', '15276181', '15879509', '15716279', '16270630', '20696932', '20978134', '22923610', '24406068', '20946155']"
Q9P0X4,"['16740636', '19690332']"
P31152,"['18669648', '21177870', '23186163', '17344846']"
Q9UQD0,"['15282281', '16236810', '24497506', '28428547', '22365152', '24352161', '23708187', '24888894', '25239001', '24874546', '25785782', '25818041', '25725044', '25568300', '27210545', '26900580', '26677014', '26993267', '28923014', '27864847', '28842554', '29726066']"
Q7L7X3,"['9786855', '12665513', '16407310', '16893890', '16964243', '17396146', '17417629', '17900936', '18088087', '18691976', '18669648', '19413330', '19369195', '19690332', '19904549', '20162290', '20949042', '21269460', '21406692', '23186163', '24275569', '17344846']"
Q9NY47,"['11687876', '15000524', '12555074', '15111129', '19349973', '23339110', '24358150', '30410802', '29997391']"
O95819,"['12387898', '14966141', '18220336', '18691976', '18669648', '19369195', '19690332', '20068231', '21269460', '21690388', '21406692', '22814378', '23186163', '24275569', '17344846']"
P29320,"['1737782', '9267020', '11870224', '12738854', '14660665', '16239146', '15901737', '21135139', '18547520', '16959974', '16941478', '17344846', '20838624']"
O60488,"['18669648', '21269460', '21242590', '22633490', '24269233', '23186163', '25944712', '', '11889465', '16959974', '29961568', '', '']"
P47870,"['19763268', '16983389', '23909897', '25489750', '29950725', '25124326', '29100083', '27789573']"
P07948,"['7687428', '7682714', '8064233', '7935444', '7895172', '9171348', '9232445', '9341198', '10574931', '10362357', '10748115', '11435302', '11306681', '10891478', '11517336', '11825908', '12750561', '12496276', '14726379', '15173188', '16129412', '15795233', '15592455', '16467205', '16912036', '16920712', '17233630', '17640867', '17977829', '18056483', '18070987', '18235045', '18817770', '18802065', '18577747', '18088087', '18691976', '18669648', '19807924', '19718658', '19369195', '20037584', '20534535', '20068231', '21930792', '15220000', '15489917', '15664155', '16801133', '18772004', '19290919', '21406692', '23186163', '24275569', '25255805', '25944712', '11955060', '16155203', '19857964', '17344846']"
P41743,"['8524286', '9346882', '9566925', '10467349', '10356400', '10906326', '11042363', '11260256', '11257119', '11724794', '11713277', '11891849', '12893243', '12725730', '12871960', '14570876', '14684752', '15994303', '15695176', '16792529', '16452474', '17313651', '18270268', '18220336', '18691976', '18669648', '19327373', '19617897', '19690332', '20068231', '21269460', '21419810', '21189248', '21406692', '23186163', '24275569', '15143057', '15590654', '16125198', '17344846']"
P17948,"['9722576', '7824266', '8605350', '9299537', '9600074', '11141500', '11513746', '11811792', '11312102', '14633857', '12796773', '15001553', '15735759', '16685275', '16286478', '18079407', '18583712', '20551949', '21212275', '22016384', '21752276', '17002866', '18680722', '19230644', '19761875', '20127948', '21711246', '21558755', '9393862', '10543948', '14684734', '20501651', '17344846']"
P51589,"['19737933', '19923256', '23959307', '24275569', '19965576']"
P10632,"['15365880', '11093772', '14559847', '15766564', '19965576', '24275569', '14676196', '18413310', '11668219', '12429347', '15469410', '26427316']"
O00591,['16959974']
P01106,"['2166998', '1597196', '8220424', '8386367', '7642555', '9315742', '15103331', '16126174', '15723054', '15674325', '17081983', '17632056', '18035408', '17873522', '17311883', '17308053', '17558397', '18669648', '19413330', '19608861', '20713526', '19966300', '20551172', '20068231', '21406692', '22307329', '23186163', '24940000', '25956029', '25775507', '28112733', '9680483', '2069907']"
P43005,"['8857541', '26690923', '21982423', '23341099', '21123949']"
Q2M2I8,"['', '17494869', '11877457', '11877461', '12952931', '14617351', '17081983', '16964243', '18220336', '19367720', '18691976', '18669648', '18657069', '19413330', '19369195', '19690332', '20068231', '21269460', '21464124', '21406692', '22814378', '23186163', '24275569', '25653444', '26853940', '31136173', '17344846']"
P78334,[]
Q13554,"['14722083', '15312654', '16690701', '19369195', '21529938', '15294044', '18817731', '19996366', '24275569', '17344846', '29100089', '29560374']"
P08183,"['8898203', '11258197', '15488952', '18669648', '21269460', '24333728', '2897240', '9473242', '10790226', '1002/(sici)1098-1004(200005)15:5<486::aid-humu26>3.0.co;2-p', '10716719', '11240981', '15618700', '15618713', '11829140', '14610718', '16959974']"
O94956,"['16754786', '23186163', '23531488', '24275569', '16959974']"
P40261,"['11271497', '1002/1522-2683(200011)21:17<3785::aid-elps3785>3.0.co;2-2', '19608861', '21269460', '24275569']"
P36507,"['17116858', '9563949', '10409742', '11104681', '17081983', '18088087', '18691976', '18669648', '19413330', '19447520', '19369195', '19690332', '20068231', '21269460', '21406692', '22538822', '23186163', '24275569', '29433126', '16439621', '18042262', '20358587']"
O15439,"['11106685', '11856762', '12883481', '12523936', '12835412', '15364914', '15454390', '16282361', '17344354', '17959747', '17081983', '18669648', '19690332', '20068231', '21269460', '22411990', '23186163', '18300232', '26721430', '20547088']"
P08922,"['8143271', '11094073', '12661006', '12538861', '16885344', '17344846']"
P28335,"['11150294', '12970106', '16319069', '18476671', '18703043', '19057895', '20945968', '22497996', '7557992', '10206230', '1002/(sici)1096-8628(19990416)88:2<126::aid-ajmg6>3.0.co;2-m', '10581480', '1002/(sici)1096-8628(19991215)88:6<621::aid-ajmg9>3.0.co;2-h', '10391209']"
P08173,['3272174']
Q02156,"['1374067', '11964154', '11884385', '15355962', '15632189', '16757566', '17875724', '17603037', '17875639', '12473185', '16584980', '18637121', '18637120', '18408015', '18691976', '18669648', '19542546', '20350291', '20353823', '21681677', '21810427', '23186163', '19662078', '16959974', '17344846']"
Q9NRH2,"['12168954', '8654423', '19413330', '19690332', '23186163', '17344846']"
Q04828,"['8573067', '10998348', '14672942', '19218247', '12899831', '21414777']"
Q8NG66,"['12154088', '15161910', '19734889', '20090422', '17344846']"
Q07869,"['IMERIZATIO', '7629123', '9238002', '9556573', 'IMERIZATIO', '10195690', 'imerizatio', '10681503', 'IMERIZATIO', '11915042', '12955147', '21047783', '24043310', '28167758', '11698662', '11587644', '11845213', '17157019', '17243659', '19622862', '19349176', '19116277', '', '', 'Require', 'Essentia', 'imerizatio', 'D->A', 'L->R', 'L->R', 'L->R', 'A->T', 'L->R']"
Q92959,"['22331663', '22814378', '22197487', '22553128', '22696055']"
P04049,"['21917714', '7477354', '8349614', '9360956', '9823899', '10576742', '10801873', '11447113', '11427728', '11719507', '11733498', '11756411', '11784866', '12717443', '15047712', '15385642', '15618521', '15935327', '15943972', '15849194', '16093354', '16630891', '16508002', '16892053', '17218791', '16924233', '17525332', '18294816', '18465753', '18220336', '18691976', '18669648', '19298812', '19710016', '19690332', '20674547', '20068231', '21269460', '21779496', '20956560', '21406692', '22886302', '22538822', '23327923', '23186163', '23509299', '24275569', '29127155', '30368668', '31024343', '7791872', '8756332', '7766599', '8710867', '17603483', '17603482', '17344846', '20683980', '24777450']"
